[Sunday/January 11/01/2026 11:35:41] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e07_04m22s374ms_04m29s124ms.mp3 | length=6.7503333333333 | time=6.5174881969433
[Sunday/January 11/01/2026 11:42:26] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e07_10m09s384ms_10m17s184ms.mp3 | length=7.8 | time=7.5734800889433
[Sunday/January 11/01/2026 14:00:51] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e08_03m01s774ms_03m10s954ms.mp3 | length=9.1795 | time=8.9601969406099
[Sunday/January 11/01/2026 15:04:26] /mnt/GAME_DISK/[neoDESU] Love Live! Superstar!! [Season 1-3] [BD 1080p x265 HEVC OPUS AAC] [Dual Audio]/Season 1/Love Live! Superstar!! - S01E08.mkv | length=1422.088 | time=1015.89
[Sunday/January 11/01/2026 17:52:01] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e09_05m21s100ms_05m26s940ms.mp3 | length=5.8398333333333 | time=5.60021485161
[Sunday/January 11/01/2026 19:39:18] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! The School Idol Movie/[YuushaNi] Love Live! The School Idol Movie (BD HEVC 1920x1080 AAC).mkv | length=5994.005 | time=333.604
[Sunday/January 11/01/2026 19:39:56] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! School Idol Project 2nd Season/[YuushaNi] Love Live! 2nd Season - 12 (BD HEVC 1920x1080 AAC).mkv | length=1420.065 | time=1351.204
[Sunday/January 11/01/2026 19:40:10] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! School Idol Project 2nd Season/[YuushaNi] Love Live! 2nd Season - 11 (BD HEVC 1920x1080 AAC).mkv | length=1420.023 | time=1321.341
[Sunday/January 11/01/2026 19:40:25] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! School Idol Project 2nd Season/[YuushaNi] Love Live! 2nd Season - 07 (BD HEVC 1920x1080 AAC).mkv | length=1420.065 | time=1358.295
[Sunday/January 11/01/2026 19:40:42] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! School Idol Project 2nd Season/NC/[YuushaNi] Love Live! 2nd Season - NCED08 (BD HEVC 1920x1080 AAC).mkv | length=160.515 | time=20.833
[Sunday/January 11/01/2026 19:40:48] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! School Idol Project 2nd Season/NC/[YuushaNi] Love Live! 2nd Season - NCED09 (BD HEVC 1920x1080 AAC).mkv | length=91.279 | time=36.057
[Sunday/January 11/01/2026 19:40:54] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! School Idol Project 2nd Season/NC/[YuushaNi] Love Live! 2nd Season - NCED05 (BD HEVC 1920x1080 AAC).mkv | length=91.321 | time=2.19
[Sunday/January 11/01/2026 19:41:02] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! School Idol Project 2nd Season/NC/[YuushaNi] Love Live! 2nd Season - NCED11 (BD HEVC 1920x1080 AAC).mkv | length=85.774 | time=1.898
[Sunday/January 11/01/2026 19:41:11] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! School Idol Project 2nd Season/NC/[YuushaNi] Love Live! 2nd Season - NCED12 (BD HEVC 1920x1080 AAC).mkv | length=122.06 | time=105.168
[Sunday/January 11/01/2026 19:41:19] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! School Idol Project 2nd Season/NC/[YuushaNi] Love Live! 2nd Season - NCOP (BD HEVC 1920x1080 AAC).mkv | length=91.112 | time=90.945
[Sunday/January 11/01/2026 19:41:27] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! School Idol Project 2nd Season/NC/[YuushaNi] Love Live! 2nd Season - NCED01 (BD HEVC 1920x1080 AAC).mkv | length=91.321 | time=84.314
[Sunday/January 11/01/2026 19:41:39] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! School Idol Project/NC/[YuushaNi] Love Live! - NCED09 (BD HEVC 1920x1080 AAC).mkv | length=98.662 | time=4.067
[Sunday/January 11/01/2026 19:41:43] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! School Idol Project/NC/[YuushaNi] Love Live! - NCOP (BD HEVC 1920x1080 AAC).mkv | length=90.07 | time=37.392
[Sunday/January 11/01/2026 19:41:47] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! School Idol Project/NC/[YuushaNi] Love Live! - NCED02 (BD HEVC 1920x1080 AAC).mkv | length=98.662 | time=0.855
[Sunday/January 11/01/2026 19:46:57] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! School Idol Project 2nd Season/[YuushaNi] Love Live! 2nd Season - 13 (BD HEVC 1920x1080 AAC).mkv | length=1420.023 | time=1419.981
[Monday/January 12/01/2026 14:28:24] /home/niconico/Videos/temp_a61d1466-54fa-4025-90da-aa56e0727f4a.mp4 | length=13.714285714286 | time=13.642857142857
[Monday/January 12/01/2026 16:20:03] "+1 máy bỏ Windows 11 cài Linux thôi 😅 #shorts #LaptopAZ" | https://youtube.com/embed/2sEWjjMWpB0 | length=23.021 | time=23.000375
[Monday/January 12/01/2026 17:37:52] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e11_15m13s220ms_15m20s140ms.mp3 | length=6.9211666666667 | time=6.7095482069433
[Tuesday/January 13/01/2026 06:06:53] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e12_04m05s860ms_04m16s120ms.mp3 | length=10.259333333333 | time=10.037531298943
[Tuesday/January 13/01/2026 12:01:38] /mnt/GAME_DISK/[neoDESU] Love Live! Superstar!! [Season 1-3] [BD 1080p x265 HEVC OPUS AAC] [Dual Audio]/Season 1/Love Live! Superstar!! - S01E12.mkv | length=1422.14 | time=316.107
[Tuesday/January 13/01/2026 18:13:59] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars02e02_13m51s378ms_14m01s088ms.mp3 | length=9.71 | time=9.4720754369433
[Tuesday/January 13/01/2026 18:14:22] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars02e02_14m03s623ms_14m12s065ms.mp3 | length=8.4413333333333 | time=0
[Tuesday/January 13/01/2026 18:14:29] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars02e02_14m01s088ms_14m12s065ms.mp3 | length=10.976333333333 | time=0
[Tuesday/January 13/01/2026 18:14:30] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars02e02_14m03s623ms_14m12s065ms.mp3 | length=8.4413333333333 | time=8.1921100329433
[Tuesday/January 13/01/2026 18:14:40] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars02e02_14m01s088ms_14m12s065ms.mp3 | length=10.976333333333 | time=10.73090181861
[Tuesday/January 13/01/2026 18:15:25] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars02e02_14m18s538ms_14m30s150ms.mp3 | length=11.611833333333 | time=11.37082736961
[Tuesday/January 13/01/2026 18:20:31] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars02e02_19m01s955ms_19m09s829ms.mp3 | length=7.873 | time=7.6161746759433
[Tuesday/January 13/01/2026 19:13:49] /mnt/GAME_DISK/[neoDESU] Love Live! Superstar!! [Season 1-3] [BD 1080p x265 HEVC OPUS AAC] [Dual Audio]/Season 2/Love Live! Superstar!! - S02E04.mkv | length=1422.101 | time=6.924
[Tuesday/January 13/01/2026 19:17:25] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars02e04_04m27s160ms_04m32s460ms.mp3 | length=5.3003333333333 | time=5.0561713149433
[Tuesday/January 13/01/2026 19:22:19] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars02e04_08m10s260ms_08m18s310ms.mp3 | length=8.0498333333333 | time=7.8081828059433
[Tuesday/January 13/01/2026 19:43:39] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars02e05_05m03s740ms_05m15s090ms.mp3 | length=11.3495 | time=11.11482488561
[Tuesday/January 13/01/2026 19:47:41] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars02e05_07m20s590ms_07m28s760ms.mp3 | length=8.1706666666667 | time=7.9361068779433
[Tuesday/January 13/01/2026 20:01:58] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars02e05_20m57s450ms_21m04s040ms.mp3 | length=6.5905 | time=6.3574839812766
[Wednesday/January 14/01/2026 13:24:38] /mnt/GAME_DISK/[neoDESU] Love Live! Superstar!! [Season 1-3] [BD 1080p x265 HEVC OPUS AAC] [Dual Audio]/Season 2/Love Live! Superstar!! - S02E06.mkv | length=1422.088 | time=693.568
[Wednesday/January 14/01/2026 16:32:57] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars02e06_14m52s620ms_14m59s880ms.mp3 | length=7.2601666666667 | time=7.01888819861
[Wednesday/January 14/01/2026 16:35:54] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars02e06_17m08s210ms_17m18s270ms.mp3 | length=10.059666666667 | time=9.8134966982766
